P13		P52		check	1P52		1check	2P52		2check	3P52		3check	4P52		4check	5P52		5check	6P52		6check	7P52		8P52		8check	P52RP14	1P52RP14	2P52RP14	3P52RP14	4P52RP14	5P52RP14	6P52RP14	7P52RP14	8P52RP14
update																												Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1
id	s	r_pl	P48 1 Wikidata Label			P48 2 Wikidata Label			P48 3 Wikidata Label			P48 4 Wikidata Label			P48 5 Wikidata Label			P48 6 Wikidata Label			P48 7 Wikidata Label			P48 8 Wikidata Label		P48 9 Wikidata Label										
72.16		Syrie	Syrie	https://www.wikidata.org/wiki/Q858	Italie	Italie	https://www.wikidata.org/wiki/Q38																													
72.18		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
72.2																																				
72.20		province (Bretagne)	campagne	https://www.wikidata.org/wiki/Q175185		Bretagne	https://www.wikidata.org/wiki/Q327	Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	Cologne	Cologne	https://www.wikidata.org/wiki/Q365																							
72.21	m																																			
72.22	t	Asie centrale	Asie centrale	https://www.wikidata.org/wiki/Q27275	Europe	Europe	https://www.wikidata.org/wiki/Q46	Perse	Perse	https://www.wikidata.org/wiki/Q3746183																										
72.24																																				
72.24bis		Portugal (un village pr�s de Lisbonne)	Portugal	https://www.wikidata.org/wiki/Q45	Lisbonne	Lisbonne	https://www.wikidata.org/wiki/Q597																													
72.25	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
72.26																																				
72.27		Am�rique	�tats-Unis	https://www.wikidata.org/wiki/Q30																																
72.28		Gr�ce antique	Gr�ce antique	https://www.wikidata.org/wiki/Q11772																																
72.29		Chine	R�publique populaire de Chine	https://www.wikidata.org/wiki/Q148	Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	Russie	Russie	https://www.wikidata.org/wiki/Q159	Rome	Rome	https://www.wikidata.org/wiki/Q220	...	...																					
72.3	*																																			
72.30																																				
72.31		France	France	https://www.wikidata.org/wiki/Q142	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																													
72.32		province	campagne	https://www.wikidata.org/wiki/Q175185																																
72.33																																				
72.34		�cosse (�poque de Jacques I)	�cosse	https://www.wikidata.org/wiki/Q22																																
72.35		Angleterre (�poque d�Edouard VI)	Angleterre	https://www.wikidata.org/wiki/Q21																																
72.36	t	Gr�ce	Gr�ce	https://www.wikidata.org/wiki/Q41																																
72.37	ct																																			
72.4		France	France	https://www.wikidata.org/wiki/Q142																																
72.5																																				
72.6		Urespsa (pays oriental imaginaire)	lieu de fiction	https://www.wikidata.org/wiki/Q3895768		Orient	https://www.wikidata.org/wiki/Q205653																													
72.7																																				
72.8		France	France	https://www.wikidata.org/wiki/Q142																																
72.9	nt																																			
73.1		Kanton	Canton	https://www.wikidata.org/wiki/Q16572	P�kin	Pékin	https://www.wikidata.org/wiki/Q956																													
73.10																																				
73.11		province	campagne	https://www.wikidata.org/wiki/Q175185	Madrid	Madrid	https://www.wikidata.org/wiki/Q2807	Paris	Paris	https://www.wikidata.org/wiki/Q90																										
73.12	n	cadre oriental	Orient	https://www.wikidata.org/wiki/Q205653																																
73.13																																				
73.14	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
73.15		Chine	R�publique populaire de Chine	https://www.wikidata.org/wiki/Q148																																
73.16		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Italie	Italie	https://www.wikidata.org/wiki/Q38	Allemagne...	Allemagne	https://www.wikidata.org/wiki/Q183																							
73.17																																				
73.18		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
73.19		cadre all�gorique	cadre all�gorique																																	
73.2	m																																			
73.20	ct																																			
73.21																																				
73.22																																				
73.23	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
73.24																																				
73.25																																				
73.26	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
73.27																																				
73.28	*																																			
73.29	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
73.3		Perse (XVle-XVIIe si�cle)	Perse	https://www.wikidata.org/wiki/Q3746183																																
73.30	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
73.31		France	France	https://www.wikidata.org/wiki/Q142	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828																													
73.32		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
73.33		Cyth�re	Cyth�re	https://www.wikidata.org/wiki/Q207239	Cypr�s	Cypr�s		Delphe	Delphes	https://www.wikidata.org/wiki/Q75459																										
73.34		Hongrie (�poque des Croisades)	Hongrie	https://www.wikidata.org/wiki/Q28																																
73.35		France (�poque d�Henri IV)	France	https://www.wikidata.org/wiki/Q142																																
73.36		Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869																																
73.37	t	cadre oriental	Orient	https://www.wikidata.org/wiki/Q205653																																
73.4		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Jama�que	Jamaïque	https://www.wikidata.org/wiki/Q766																										
73.5		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
73.6																																				
73.7		Versailles	Versailles	https://www.wikidata.org/wiki/Q621	Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	diff�rents pays europ�ens	diff�rents pays europ�ens																								
73.8																																				
73.9		Marseille (antiquit�)	Marseille	https://www.wikidata.org/wiki/Q23482																																
74.1	m	Paris	Paris	https://www.wikidata.org/wiki/Q90																																
74.10		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
74.11		Angleterre (�poque de Richard III)	Angleterre	https://www.wikidata.org/wiki/Q21																																
74.12																																				
74.13	m																																			
74.14																																				
74.16	t																																			
74.17		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
74.18																																				
74.19		France	France	https://www.wikidata.org/wiki/Q142	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
74.2																																				
74.21																																				
74.22	mt	Irlande	Irlande	https://www.wikidata.org/wiki/Q27																																
74.23	mt																																			
74.24	*																																			
74.25	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
74.26	m																																			
74.27		France	France	https://www.wikidata.org/wiki/Q142	Allemagne (fin du r�gne de Louis XIV	Allemagne	https://www.wikidata.org/wiki/Q183	�poque contemporaine)	�poque contemporaine)																											
74.28	mnt																																			
74.29		Perse antique	Perse antique	https://www.wikidata.org/wiki/Q99545681	Arm�nie	Arménie	https://www.wikidata.org/wiki/Q399																													
74.3		province	campagne	https://www.wikidata.org/wiki/Q175185																																
74.30		France (�poque de Charles VI)	France	https://www.wikidata.org/wiki/Q142																																
74.31		Sicile	Sicile	https://www.wikidata.org/wiki/Q1460																																
74.32		France (�poque de Louis IX)	France	https://www.wikidata.org/wiki/Q142																																
74.33		Egypte	�gypte	https://www.wikidata.org/wiki/Q79																																
74.4		Ath�nes	Ath�nes	https://www.wikidata.org/wiki/Q1524																																
74.4bis	m	Paris	Paris	https://www.wikidata.org/wiki/Q90																																
74.5																																				
74.6		France	France	https://www.wikidata.org/wiki/Q142																																
